id_turma;codigo_turma;id_docente_interno;id_docente_externo;id_componente_curricular;nivel_ensino;ano;periodo;capacidade_aluno;tipo;qtd_aulas_lancadas;situacao_turma;modalidade_participantes
57583689;1;22889;;18812;TÉCNICO;2016;2;2;REGULAR;54;CONSOLIDADA;Presencial
57583715;1;5752164;;21050;GRADUAÇÃO;2016;2;55;REGULAR;68;CONSOLIDADA;Presencial
57583716;1;5757465;;24542;GRADUAÇÃO;2016;2;45;REGULAR;70;CONSOLIDADA;Presencial
57583716;1;5758713;;24542;GRADUAÇÃO;2016;2;45;REGULAR;70;CONSOLIDADA;Presencial
57583717;1;5757232;;26279;GRADUAÇÃO;2016;2;61;REGULAR;34;CONSOLIDADA;Presencial
57583718;2;5757232;;26279;GRADUAÇÃO;2016;2;58;REGULAR;36;CONSOLIDADA;Presencial
57583719;1;5757465;;26280;GRADUAÇÃO;2016;2;53;REGULAR;38;CONSOLIDADA;Presencial
57583719;1;5758713;;26280;GRADUAÇÃO;2016;2;53;REGULAR;38;CONSOLIDADA;Presencial
57583720;2;5758713;;26280;GRADUAÇÃO;2016;2;53;REGULAR;36;CONSOLIDADA;Presencial
57583720;2;5757465;;26280;GRADUAÇÃO;2016;2;53;REGULAR;36;CONSOLIDADA;Presencial
57583721;3;5757232;;26280;GRADUAÇÃO;2016;2;30;REGULAR;34;CONSOLIDADA;Presencial
57583727;1;23680;;43239;GRADUAÇÃO;2016;2;29;REGULAR;68;CONSOLIDADA;Presencial
57583730;2;23680;;43239;GRADUAÇÃO;2016;2;35;REGULAR;68;CONSOLIDADA;Presencial
57583731;1;22737;;53660;GRADUAÇÃO;2016;2;50;REGULAR;76;CONSOLIDADA;Presencial
57583731;1;5753612;;53660;GRADUAÇÃO;2016;2;50;REGULAR;76;CONSOLIDADA;Presencial
57583732;1;19055;;25164;GRADUAÇÃO;2016;2;50;REGULAR;;EXCLUÍDA;Presencial
57583733;1;15370;;25160;GRADUAÇÃO;2016;2;50;REGULAR;76;CONSOLIDADA;Presencial
57583734;1;25970;;21585;GRADUAÇÃO;2016;2;50;REGULAR;68;CONSOLIDADA;Presencial
57583735;1;5754334;;53659;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583736;1;3029296;;21554;GRADUAÇÃO;2016;2;25;REGULAR;72;CONSOLIDADA;Presencial
57583737;2;3029296;;21554;GRADUAÇÃO;2016;2;27;REGULAR;72;CONSOLIDADA;Presencial
57583738;1;20785;;25141;GRADUAÇÃO;2016;2;50;REGULAR;76;CONSOLIDADA;Presencial
57583739;1;20817;;21556;GRADUAÇÃO;2016;2;50;REGULAR;74;CONSOLIDADA;Presencial
57583740;1;22736;;25140;GRADUAÇÃO;2016;2;50;REGULAR;74;CONSOLIDADA;Presencial
57583741;1;5751985;;21583;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583742;1;22706;;21582;GRADUAÇÃO;2016;2;50;REGULAR;68;CONSOLIDADA;Presencial
57583744;1;5757904;;21586;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583745;1;5753612;;26844;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583746;1;25964;;25155;GRADUAÇÃO;2016;2;50;REGULAR;;EXCLUÍDA;Presencial
57583747;1;18649;;25169;GRADUAÇÃO;2016;2;50;REGULAR;;EXCLUÍDA;Presencial
57583748;2;5751985;;53660;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
